repo,month,PullRequestEvent,PullRequestReviewEvent,PushEvent,IssueCommentEvent,PullRequestReviewCommentEvent,IssuesEvent,CreateEvent,ReleaseEvent,DeleteEvent,ForkEvent,MemberEvent,CommitCommentEvent,WatchEvent,total
hyperledger/fabric-rfcs,2021-05,0,0,2,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-rfcs,2021-06,1,0,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-rfcs,2021-07,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-rfcs,2021-09,1,3,1,2,1,0,0,0,0,0,0,0,0,8
hyperledger/fabric-rfcs,2021-11,1,0,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-rfcs,2022-01,0,0,0,2,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-rfcs,2022-02,0,2,0,3,5,0,0,0,0,0,0,0,0,10
hyperledger/fabric-rfcs,2022-03,0,2,0,0,4,0,0,0,0,0,0,0,0,6
hyperledger/fabric-rfcs,2022-04,1,1,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-rfcs,2022-05,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-rfcs,2022-06,1,1,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-rfcs,2022-08,1,1,1,0,0,0,0,0,1,0,0,0,0,4
hyperledger/fabric-rfcs,2022-10,1,3,1,2,3,0,0,0,0,0,0,0,0,10
hyperledger/fabric-rfcs,2022-12,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-rfcs,2023-01,1,0,1,2,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-rfcs,2023-08,0,0,0,0,0,0,0,0,0,0,1,0,0,1
hyperledger/fabric-rfcs,2023-11,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-rfcs,2023-12,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-rfcs,2024-05,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/fabric-rfcs,2024-10,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-rfcs,2024-11,0,1,0,6,3,0,0,0,0,0,0,0,0,10
hyperledger/fabric-rfcs,2024-12,1,2,1,3,1,0,0,0,0,0,0,0,0,8
hyperledger/fabric-rfcs,2025-05,0,2,0,3,0,0,0,0,0,0,0,0,0,5
hyperledger/fabric-chaincode-go,2019-10,1,0,1,1,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-chaincode-go,2019-12,3,0,1,0,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-chaincode-go,2020-01,0,0,0,0,0,0,1,0,1,0,0,0,0,2
hyperledger/fabric-chaincode-go,2020-02,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/fabric-chaincode-go,2020-07,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-chaincode-go,2021-03,2,0,1,0,0,0,1,0,1,0,0,0,0,5
hyperledger/fabric-chaincode-go,2021-06,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-chaincode-go,2021-07,0,0,0,0,0,0,2,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-go,2022-01,2,2,2,0,0,0,0,0,0,0,0,0,0,6
hyperledger/fabric-chaincode-go,2022-06,0,1,0,0,1,0,0,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-go,2022-07,2,1,1,0,0,1,0,0,0,0,0,0,0,5
hyperledger/fabric-chaincode-go,2023-02,3,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-chaincode-go,2023-07,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-chaincode-go,2023-09,0,0,0,2,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-go,2023-11,2,2,2,0,0,0,0,0,0,0,0,0,0,6
hyperledger/fabric-chaincode-go,2024-01,2,1,1,1,0,0,0,0,0,1,0,0,0,6
hyperledger/fabric-chaincode-go,2024-03,0,0,0,1,0,1,0,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-go,2024-04,6,0,0,5,0,0,0,0,0,0,0,0,0,11
hyperledger/fabric-chaincode-go,2024-06,2,2,2,0,0,1,0,0,0,0,0,0,0,7
hyperledger/fabric-chaincode-go,2024-07,3,3,3,2,0,0,0,0,0,0,0,0,0,11
hyperledger/fabric-chaincode-go,2024-09,4,2,4,1,0,0,1,1,0,0,0,0,0,13
hyperledger/fabric-chaincode-go,2024-10,4,4,3,0,0,0,0,0,0,0,0,0,0,11
hyperledger/fabric-chaincode-go,2024-11,2,0,2,0,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-chaincode-go,2024-12,1,1,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-chaincode-go,2025-01,5,10,3,3,6,0,1,1,0,0,0,0,0,29
hyperledger/fabric-chaincode-go,2025-02,1,5,1,4,1,0,2,2,0,0,0,0,0,16
hyperledger/fabric-chaincode-go,2025-03,2,0,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-chaincode-go,2025-04,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-java,2020-04,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/fabric-chaincode-java,2021-02,1,1,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-chaincode-java,2021-03,4,2,3,2,0,0,1,0,1,0,0,0,0,13
hyperledger/fabric-chaincode-java,2021-09,0,0,0,2,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-java,2021-11,0,0,3,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-chaincode-java,2021-12,0,0,5,0,0,0,0,0,0,0,0,0,0,5
hyperledger/fabric-chaincode-java,2022-01,1,0,1,2,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-chaincode-java,2022-02,0,0,2,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-java,2022-03,0,0,2,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-java,2022-05,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-chaincode-java,2022-06,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-chaincode-java,2022-07,0,0,3,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-chaincode-java,2022-08,2,1,2,1,0,0,0,0,0,0,0,0,0,6
hyperledger/fabric-chaincode-java,2022-10,1,1,6,0,0,0,0,0,0,0,0,0,0,8
hyperledger/fabric-chaincode-java,2022-12,0,2,6,0,2,0,0,0,0,0,0,0,0,10
hyperledger/fabric-chaincode-java,2023-01,0,0,11,0,0,0,0,0,0,0,0,0,0,11
hyperledger/fabric-chaincode-java,2023-02,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-chaincode-java,2023-03,0,1,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-java,2023-05,1,0,0,0,0,0,0,0,0,1,0,0,0,2
hyperledger/fabric-chaincode-java,2023-07,0,2,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-chaincode-java,2023-09,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-java,2023-12,0,4,1,0,0,0,0,0,0,0,0,0,0,5
hyperledger/fabric-chaincode-java,2024-02,1,2,1,0,0,1,0,0,0,0,0,0,0,5
hyperledger/fabric-chaincode-java,2024-04,2,5,2,2,0,1,0,0,0,0,0,0,0,12
hyperledger/fabric-chaincode-java,2024-05,0,3,0,1,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-chaincode-java,2024-07,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-chaincode-java,2024-09,1,2,1,0,0,0,0,0,0,1,0,0,0,5
hyperledger/fabric-chaincode-java,2024-10,0,3,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-chaincode-java,2024-11,4,5,4,2,0,0,0,0,0,0,0,0,0,15
hyperledger/fabric-chaincode-java,2024-12,0,4,0,0,1,0,0,0,0,0,0,0,0,5
hyperledger/fabric-chaincode-java,2025-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-chaincode-java,2025-03,0,3,0,0,2,0,0,0,0,0,0,0,0,5
hyperledger/fabric-chaincode-java,2025-04,0,4,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-chaincode-java,2025-06,0,2,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-java,2025-07,1,4,1,1,0,1,0,0,0,0,0,0,0,8
hyperledger/fabric-chaincode-java,2025-10,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-gateway,2021-03,2,0,1,0,0,0,1,0,1,1,0,0,0,6
hyperledger/fabric-gateway,2021-04,14,2,6,1,1,0,0,0,0,0,0,0,0,24
hyperledger/fabric-gateway,2021-07,4,8,4,0,2,0,0,0,0,0,0,0,0,18
hyperledger/fabric-gateway,2021-08,7,3,2,2,1,2,0,0,0,0,0,0,0,17
hyperledger/fabric-gateway,2021-09,0,0,0,0,0,3,0,0,0,0,0,0,0,3
hyperledger/fabric-gateway,2021-10,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-gateway,2021-11,0,0,0,3,0,5,0,0,0,0,0,0,0,8
hyperledger/fabric-gateway,2021-12,0,0,0,6,0,9,0,0,0,0,0,0,0,15
hyperledger/fabric-gateway,2022-01,1,0,0,2,0,2,0,0,0,0,0,0,0,5
hyperledger/fabric-gateway,2022-02,0,0,0,3,0,1,0,0,0,0,0,0,0,4
hyperledger/fabric-gateway,2022-03,0,0,0,1,0,1,0,0,0,0,0,0,0,2
hyperledger/fabric-gateway,2022-05,0,0,0,1,0,2,0,0,0,0,0,0,0,3
hyperledger/fabric-gateway,2022-09,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-gateway,2023-01,0,0,0,0,0,3,0,0,0,0,0,0,0,3
hyperledger/fabric-gateway,2023-02,0,0,0,3,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-gateway,2023-03,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-gateway,2023-10,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-gateway,2024-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/fabric-gateway,2024-02,2,0,0,0,0,0,0,0,0,1,0,0,0,3
hyperledger/fabric-gateway,2024-07,0,3,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-gateway,2025-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-gateway,2025-02,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-chaincode-node,2018-12,0,0,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/fabric-chaincode-node,2020-04,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/fabric-chaincode-node,2021-03,3,0,1,1,0,0,1,0,1,0,0,0,0,7
hyperledger/fabric-chaincode-node,2021-07,1,1,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-chaincode-node,2021-08,1,2,1,0,1,0,0,0,0,0,0,0,0,5
hyperledger/fabric-chaincode-node,2022-06,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-chaincode-node,2022-09,4,0,1,3,0,0,0,0,0,0,0,0,0,8
hyperledger/fabric-chaincode-node,2022-10,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-node,2023-02,3,2,3,0,0,0,0,0,0,0,0,0,0,8
hyperledger/fabric-chaincode-node,2023-03,2,1,1,0,0,0,0,0,0,2,0,0,0,6
hyperledger/fabric-chaincode-node,2023-05,1,0,0,0,0,0,0,0,0,1,0,0,0,2
hyperledger/fabric-chaincode-node,2023-09,1,4,0,0,0,0,0,0,0,0,0,0,0,5
hyperledger/fabric-chaincode-node,2023-12,0,0,0,2,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-node,2024-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/fabric-chaincode-node,2024-02,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-chaincode-node,2024-04,0,0,0,1,0,1,0,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-node,2024-05,0,2,1,2,0,2,0,0,0,0,0,0,0,7
hyperledger/fabric-chaincode-node,2024-06,3,4,1,1,1,1,0,0,0,0,0,0,0,11
hyperledger/fabric-chaincode-node,2024-09,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-chaincode-node,2024-10,0,6,0,0,1,0,0,0,0,0,0,0,0,7
hyperledger/fabric-chaincode-node,2024-11,0,1,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-chaincode-node,2024-12,0,5,0,0,0,0,0,0,0,0,0,0,0,5
hyperledger/fabric-chaincode-node,2025-02,2,2,0,0,1,0,0,0,0,0,0,0,0,5
hyperledger/fabric-chaincode-node,2025-03,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-chaincode-node,2025-07,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-contract-api-go,2020-04,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/fabric-contract-api-go,2021-03,2,0,1,0,0,0,1,0,0,0,0,0,0,4
hyperledger/fabric-contract-api-go,2021-11,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-contract-api-go,2022-02,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-contract-api-go,2023-02,3,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-contract-api-go,2023-03,4,1,2,0,0,0,0,0,0,0,0,0,0,7
hyperledger/fabric-contract-api-go,2023-06,2,1,1,0,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-contract-api-go,2023-11,1,1,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-contract-api-go,2024-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/fabric-contract-api-go,2024-02,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-contract-api-go,2024-04,8,5,4,5,0,0,0,0,2,0,0,0,0,24
hyperledger/fabric-contract-api-go,2024-05,3,1,1,1,0,0,0,0,0,0,0,0,0,6
hyperledger/fabric-contract-api-go,2024-06,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-contract-api-go,2024-07,1,3,1,2,0,0,0,0,0,0,0,0,0,7
hyperledger/fabric-contract-api-go,2024-08,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-contract-api-go,2024-09,0,2,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-contract-api-go,2024-10,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-contract-api-go,2024-11,2,0,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-contract-api-go,2024-12,0,5,0,0,0,0,0,0,0,0,0,0,0,5
hyperledger/fabric-contract-api-go,2025-01,4,0,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-contract-api-go,2025-03,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-contract-api-go,2025-04,1,1,1,1,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-contract-api-go,2025-05,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-contract-api-go,2025-06,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-contract-api-go,2025-07,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-sdk-node,2021-03,2,0,1,1,0,0,1,0,1,1,0,0,0,7
hyperledger/fabric-sdk-node,2021-05,1,1,1,1,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-sdk-node,2021-06,0,2,0,1,2,0,0,0,0,0,0,0,0,5
hyperledger/fabric-sdk-node,2021-07,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-sdk-node,2021-11,1,0,5,0,0,0,0,0,0,0,0,0,0,6
hyperledger/fabric-sdk-node,2021-12,0,0,4,0,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-sdk-node,2022-01,0,0,4,0,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-sdk-node,2022-02,0,0,2,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-sdk-node,2022-03,0,0,4,0,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-sdk-node,2022-04,0,0,7,0,0,0,0,0,0,0,0,0,0,7
hyperledger/fabric-sdk-node,2022-05,0,0,5,0,0,0,0,0,0,0,0,0,0,5
hyperledger/fabric-sdk-node,2022-06,0,0,10,0,0,0,0,0,0,0,0,0,0,10
hyperledger/fabric-sdk-node,2022-07,0,0,7,0,0,0,0,0,0,0,0,0,0,7
hyperledger/fabric-sdk-node,2022-08,0,0,4,0,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-sdk-node,2022-09,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-sdk-node,2022-10,0,0,2,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-sdk-node,2022-11,0,0,6,0,0,0,0,0,0,0,0,0,0,6
hyperledger/fabric-sdk-node,2023-01,1,2,7,0,0,0,0,0,0,0,0,0,0,10
hyperledger/fabric-sdk-node,2023-06,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/fabric-lib-go,2021-03,2,0,1,0,0,0,1,0,0,1,0,0,0,5
hyperledger/fabric-lib-go,2021-04,0,0,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/fabric-lib-go,2021-08,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-lib-go,2022-10,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-lib-go,2022-11,2,2,2,0,0,0,0,0,0,0,0,0,0,6
hyperledger/fabric-lib-go,2023-03,4,0,1,0,0,0,0,0,0,0,0,0,0,5
hyperledger/fabric-lib-go,2023-09,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger/fabric-lib-go,2023-10,1,1,1,0,0,1,0,0,0,0,0,0,0,4
hyperledger/fabric-lib-go,2024-02,7,0,5,1,0,0,1,1,0,1,0,0,0,16
hyperledger/fabric-lib-go,2024-03,2,2,1,0,0,0,1,1,0,0,0,0,0,7
hyperledger/fabric-lib-go,2024-04,2,0,1,1,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-lib-go,2024-05,1,0,0,1,0,0,1,1,0,0,0,0,0,4
hyperledger/fabric-lib-go,2024-12,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-lib-go,2025-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-lib-go,2025-04,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust/governance,2024-09,0,14,0,0,2,0,0,0,0,0,0,0,0,16
LF-Decentralized-Trust/governance,2024-10,1,8,0,0,3,0,0,0,0,1,0,0,0,13
LF-Decentralized-Trust/governance,2024-11,0,6,0,0,0,0,0,0,0,0,0,0,0,6
LF-Decentralized-Trust/governance,2024-12,0,7,0,0,5,0,0,0,0,0,0,0,0,12
LF-Decentralized-Trust/governance,2025-01,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LF-Decentralized-Trust/governance,2025-04,1,1,0,1,1,0,0,0,0,0,0,0,0,4
LF-Decentralized-Trust/governance,2025-10,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-config,2021-03,2,0,1,0,0,0,1,0,0,1,0,0,0,5
hyperledger/fabric-config,2021-08,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-config,2022-08,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hyperledger/fabric-config,2023-05,1,1,1,1,0,1,0,0,2,0,0,0,0,7
hyperledger/fabric-config,2023-06,0,0,0,2,0,0,2,2,0,0,0,0,0,6
hyperledger/fabric-config,2023-09,1,1,1,0,0,2,0,0,1,0,0,0,0,6
hyperledger/fabric-config,2023-10,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-config,2024-01,1,0,1,0,0,0,0,0,0,1,0,0,0,3
hyperledger/fabric-config,2024-04,2,0,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-config,2024-09,2,4,1,2,1,0,1,1,0,0,0,0,0,12
hyperledger-labs/fabric-operations-console,2024-05,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/fabric-operations-console,2024-06,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/fabric-operations-console,2024-08,1,0,0,2,0,0,0,0,0,0,0,0,0,3
hyperledger-labs/fabric-operations-console,2024-09,1,1,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger-labs/fabric-operations-console,2024-10,1,1,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger-labs/fabric-operations-console,2024-11,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger-labs/fabric-operations-console,2025-01,1,3,0,0,2,0,0,0,0,0,0,0,0,6
hyperledger-labs/fabric-operations-console,2025-02,4,1,2,2,1,0,0,0,0,0,0,0,0,10
hyperledger-labs/fabric-operations-console,2025-03,6,3,2,2,1,0,0,0,0,0,0,0,0,14
hyperledger-labs/fabric-operations-console,2025-04,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger-labs/microfab,2024-05,2,0,1,1,0,0,0,0,0,0,0,0,0,4
hyperledger-labs/microfab,2024-06,8,6,6,6,0,0,0,0,0,0,0,0,0,26
hyperledger-labs/microfab,2024-11,3,3,2,2,0,0,1,1,0,0,0,0,0,12
hyperledger-labs/fabric-operator,2022-06,2,1,1,0,0,0,0,0,0,0,0,0,0,4
hyperledger-labs/fabric-operator,2023-02,1,2,1,0,0,0,0,0,0,0,0,0,0,4
hyperledger-labs/fabric-operator,2024-06,1,0,0,0,0,0,0,0,0,1,0,0,0,2
hyperledger-labs/fabric-operator,2024-07,8,0,0,2,0,0,0,0,0,0,0,0,0,10
hyperledger-labs/fabric-operator,2024-09,2,1,1,0,0,0,0,0,0,0,0,0,0,4
hyperledger-labs/fabric-operator,2024-12,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/fabric-operator,2025-01,1,1,1,1,0,0,0,0,0,0,0,0,0,4
hyperledger-labs/fabric-operator,2025-02,2,1,1,0,0,0,0,0,1,0,0,0,0,5
hyperledger-labs/fabric-operator,2025-03,1,2,1,0,0,0,0,0,0,0,0,0,0,4
hyperledger-labs/fabric-operator,2026-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-gateway-java,2021-03,2,0,1,2,0,0,1,0,1,1,0,0,0,8
hyperledger/fabric-gateway-java,2022-01,0,0,3,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-gateway-java,2022-02,0,0,2,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-gateway-java,2022-03,0,0,2,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-gateway-java,2022-05,0,0,2,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-gateway-java,2022-06,0,0,3,0,0,1,0,0,0,0,0,0,0,4
hyperledger/fabric-gateway-java,2022-07,0,0,2,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-gateway-java,2022-09,0,0,4,0,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-gateway-java,2022-11,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-gateway-java,2022-12,0,0,4,0,0,0,0,0,0,0,0,0,0,4
hyperledger/fabric-gateway-java,2023-01,0,0,2,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-gateway-java,2023-12,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-sdk-java,2020-08,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-sdk-java,2021-03,2,0,1,0,0,0,1,0,0,1,0,0,0,5
hyperledger/fabric-sdk-java,2021-04,0,0,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/fabric-sdk-java,2021-08,2,2,2,0,0,0,0,0,0,0,0,0,0,6
hyperledger/fabric-sdk-java,2021-12,3,3,2,3,0,3,0,0,0,0,0,0,0,14
hyperledger/fabric-sdk-java,2022-12,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-sdk-java,2023-03,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/fabric-sdk-java,2023-12,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-baseimage,2019-11,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-baseimage,2020-02,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-baseimage,2020-03,1,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/fabric-baseimage,2020-04,2,0,1,0,0,0,2,0,0,1,0,0,0,6
hyperledger/fabric-baseimage,2020-06,1,0,0,0,2,0,0,0,0,0,0,0,0,3
hyperledger/fabric-baseimage,2020-07,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hyperledger/fabric-baseimage,2020-12,0,0,0,0,0,0,1,1,0,0,0,0,0,2
hyperledger/fabric-baseimage,2021-03,2,0,1,0,0,0,1,0,0,0,0,0,0,4
hyperledger/fabric-baseimage,2021-04,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/fabric-baseimage,2021-07,1,1,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-amcl,2019-12,8,0,1,0,0,0,1,0,1,1,0,0,0,12
hyperledger/fabric-amcl,2021-03,2,0,1,0,0,0,1,0,0,0,0,0,0,4
hyperledger/fabric-amcl,2022-06,1,1,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger/fabric-amcl,2022-11,1,1,1,2,0,0,0,0,0,0,0,0,0,5
hyperledger/fabric-protos-go,2020-02,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/fabric-protos-go,2020-03,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hyperledger/fabric-protos-go,2021-03,0,0,0,0,0,0,1,0,1,0,0,0,0,2
hyperledger/fabric-protos-go,2021-07,0,0,0,0,0,0,6,0,4,0,0,0,0,10
hyperledger/fabric-protos-go,2022-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hyperledger/fabric-protos-go,2022-07,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hyperledger/fabric-protos-go,2022-11,0,0,0,0,0,0,0,0,2,0,0,0,0,2
hyperledger/fabric-protos-go,2024-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1
hyperledger/fabric-protos-go,2025-01,3,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/governance,2022-10,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger/governance,2023-01,0,0,0,0,0,3,0,0,0,0,0,0,0,3
hyperledger/governance,2023-06,0,0,0,2,0,1,0,0,0,0,0,0,0,3
hyperledger/governance,2023-10,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hyperledger/governance,2024-04,2,0,0,2,0,0,0,0,0,1,0,0,0,5
hyperledger/governance,2024-05,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/governance,2024-11,3,0,1,0,0,0,0,0,0,0,0,0,0,4
hyperledger/governance,2025-05,0,0,0,2,0,0,0,0,0,0,0,0,0,2
