repo,month,PullRequestReviewEvent,PullRequestReviewCommentEvent,IssueCommentEvent,PullRequestEvent,PushEvent,IssuesEvent,DeleteEvent,CreateEvent,ReleaseEvent,WatchEvent,ForkEvent,GollumEvent,CommitCommentEvent,DiscussionEvent,MemberEvent,total
hyperledger/aries-rfcs,2019-12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hyperledger/aries-rfcs,2020-02,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,4
hyperledger/aries-rfcs,2020-04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-rfcs,2020-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-rfcs,2020-06,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-rfcs,2020-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-rfcs,2020-08,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,11
hyperledger/aries-rfcs,2020-11,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5
hyperledger/aries-rfcs,2021-02,2,1,3,2,0,1,0,0,0,0,0,0,0,0,0,9
hyperledger/aries-rfcs,2021-03,9,9,5,2,0,2,0,0,0,0,0,0,0,0,0,27
hyperledger/aries-rfcs,2021-04,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,9
hyperledger/aries-rfcs,2021-05,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,9
hyperledger/aries-rfcs,2021-06,6,6,5,2,1,0,0,0,0,0,0,0,0,0,0,20
hyperledger/aries-rfcs,2021-07,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,10
hyperledger/aries-rfcs,2021-10,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,8
hyperledger/aries-rfcs,2021-11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-rfcs,2022-02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-rfcs,2022-03,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5
hyperledger/aries-rfcs,2022-04,4,0,20,6,0,12,0,0,0,0,0,0,0,0,0,42
hyperledger/aries-rfcs,2022-05,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,8
hyperledger/aries-rfcs,2022-07,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8
hyperledger/aries-rfcs,2022-08,3,2,4,1,1,0,0,0,0,0,0,0,0,0,0,11
hyperledger/aries-rfcs,2022-09,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-rfcs,2022-12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-rfcs,2023-01,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-rfcs,2023-02,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-rfcs,2023-03,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,6
hyperledger/aries-rfcs,2023-04,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-rfcs,2023-06,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-rfcs,2023-07,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-rfcs,2023-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-rfcs,2023-09,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-rfcs,2023-11,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-rfcs,2023-12,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6
hyperledger/aries-rfcs,2024-01,3,3,1,1,0,2,0,0,0,0,0,0,0,0,0,10
hyperledger/aries-rfcs,2024-02,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-rfcs,2024-03,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-rfcs,2024-04,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-rfcs,2024-05,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5
hyperledger/aries-rfcs,2024-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-agent-test-harness,2020-08,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-agent-test-harness,2020-09,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-agent-test-harness,2020-10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-agent-test-harness,2020-11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-agent-test-harness,2020-12,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-agent-test-harness,2021-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-agent-test-harness,2021-02,1,1,7,1,0,1,0,0,0,0,0,0,0,0,0,11
hyperledger/aries-agent-test-harness,2021-03,4,1,8,6,1,5,0,0,0,0,0,0,0,0,0,25
hyperledger/aries-agent-test-harness,2021-04,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,12
hyperledger/aries-agent-test-harness,2021-05,6,2,1,1,1,0,1,0,0,0,0,0,0,0,0,12
hyperledger/aries-agent-test-harness,2021-06,0,0,8,1,0,3,0,0,0,0,0,0,0,0,0,12
hyperledger/aries-agent-test-harness,2021-07,2,1,5,4,6,0,2,1,0,0,0,0,0,0,0,21
hyperledger/aries-agent-test-harness,2021-08,4,0,2,1,1,0,1,0,0,0,0,0,0,0,0,9
hyperledger/aries-agent-test-harness,2021-10,0,0,1,2,2,0,1,1,0,0,0,0,0,0,0,7
hyperledger/aries-agent-test-harness,2021-11,3,0,3,3,1,1,1,0,0,0,0,0,0,0,0,12
hyperledger/aries-agent-test-harness,2022-01,2,1,5,6,1,0,1,0,0,0,0,0,0,0,0,16
hyperledger/aries-agent-test-harness,2022-02,2,1,3,8,2,1,2,0,0,0,0,0,0,0,0,19
hyperledger/aries-agent-test-harness,2022-03,14,4,6,2,1,0,0,0,0,0,0,0,0,0,0,27
hyperledger/aries-agent-test-harness,2022-04,3,2,5,8,1,1,0,0,0,0,0,0,0,0,0,20
hyperledger/aries-agent-test-harness,2022-05,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,5
hyperledger/aries-agent-test-harness,2022-06,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,7
hyperledger/aries-agent-test-harness,2022-07,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-agent-test-harness,2022-12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-agent-test-harness,2023-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-agent-test-harness,2023-02,4,1,1,2,3,0,0,0,0,0,0,0,0,0,0,11
hyperledger/aries-agent-test-harness,2023-03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-mobile-agent-react-native,2021-03,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-mobile-agent-react-native,2021-04,1,1,8,1,0,0,0,0,0,0,1,0,0,0,0,12
hyperledger/aries-mobile-agent-react-native,2021-05,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6
hyperledger/aries-mobile-agent-react-native,2021-06,4,0,4,1,3,1,0,0,0,0,0,0,0,0,0,13
hyperledger/aries-mobile-agent-react-native,2021-07,1,0,3,5,8,2,0,1,0,0,0,0,0,0,0,20
hyperledger/aries-mobile-agent-react-native,2021-08,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,8
hyperledger/aries-mobile-agent-react-native,2021-09,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-mobile-agent-react-native,2021-10,3,1,4,1,1,2,0,0,0,0,0,0,0,0,0,12
hyperledger/aries-mobile-agent-react-native,2021-11,13,9,17,0,0,0,0,0,0,0,0,0,0,0,0,39
hyperledger/aries-mobile-agent-react-native,2021-12,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,8
hyperledger/aries-mobile-agent-react-native,2022-01,3,1,3,1,1,1,0,0,0,0,0,0,0,0,0,10
hyperledger/aries-mobile-agent-react-native,2022-07,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6
hyperledger/aries-mobile-agent-react-native,2022-12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-mobile-agent-react-native,2023-01,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-mobile-agent-react-native,2023-02,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-mobile-agent-react-native,2023-03,2,2,0,1,6,3,0,1,0,0,0,0,0,0,0,15
hyperledger/aries-mobile-agent-react-native,2023-04,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7
hyperledger/aries-mobile-agent-react-native,2023-05,2,0,4,1,3,0,0,0,0,0,0,0,0,0,0,10
hyperledger/aries-mobile-agent-react-native,2023-06,6,5,10,1,5,0,0,0,0,0,0,0,0,0,0,27
openwallet-foundation-labs/dcql-ts,2025-01,1,0,0,4,3,1,1,3,0,0,0,0,0,0,0,13
openwallet-foundation-labs/dcql-ts,2025-02,5,3,1,7,7,4,3,5,0,0,0,0,0,0,0,35
openwallet-foundation-labs/dcql-ts,2025-03,1,0,2,3,2,3,2,1,0,0,0,0,0,0,0,14
openwallet-foundation-labs/dcql-ts,2025-04,2,1,2,4,2,1,1,4,0,0,0,0,0,0,0,17
openwallet-foundation-labs/dcql-ts,2025-05,1,1,3,2,5,1,2,1,0,0,0,0,0,0,0,16
openwallet-foundation-labs/dcql-ts,2025-06,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,6
openwallet-foundation-labs/dcql-ts,2025-07,2,0,3,8,16,8,7,3,2,0,0,0,0,0,0,49
openwallet-foundation-labs/dcql-ts,2025-08,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5
openwallet-foundation-labs/dcql-ts,2025-09,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4
openwallet-foundation-labs/dcql-ts,2025-10,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,7
openwallet-foundation-labs/dcql-ts,2025-11,5,0,0,1,9,0,5,1,0,0,0,0,0,0,0,21
openwallet-foundation-labs/dcql-ts,2025-12,3,0,1,0,3,0,2,0,0,0,0,0,0,0,0,9
openwallet-foundation-labs/dcql-ts,2026-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
openwallet-foundation-labs/dcql-ts,2026-02,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3
openwallet-foundation-labs/dcql-ts,2026-03,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
hyperledger/indy-sdk-react-native,2021-07,1,0,1,2,0,1,2,1,0,1,1,0,0,0,0,10
hyperledger/indy-sdk-react-native,2021-08,5,1,3,2,2,0,2,0,0,0,0,0,0,0,0,15
hyperledger/indy-sdk-react-native,2021-09,3,0,0,2,2,0,1,0,0,0,0,0,0,0,0,8
hyperledger/indy-sdk-react-native,2021-11,1,0,2,3,2,0,1,1,0,0,0,0,0,0,0,10
hyperledger/indy-sdk-react-native,2021-12,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,8
hyperledger/indy-sdk-react-native,2022-01,4,0,3,4,4,1,1,1,1,0,0,0,0,0,0,19
hyperledger/indy-sdk-react-native,2022-02,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,7
hyperledger/indy-sdk-react-native,2022-03,2,0,1,2,1,0,1,1,0,0,0,0,0,0,0,8
hyperledger/indy-sdk-react-native,2022-04,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-sdk-react-native,2022-05,3,0,3,4,5,2,1,1,0,0,0,0,0,0,0,19
hyperledger/indy-sdk-react-native,2022-06,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,7
hyperledger/indy-sdk-react-native,2022-07,0,0,0,3,3,2,1,1,0,0,0,0,0,0,1,11
hyperledger/indy-sdk-react-native,2022-08,3,0,5,2,6,0,0,0,0,0,0,0,0,0,0,16
hyperledger/indy-sdk-react-native,2022-09,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-sdk-react-native,2022-10,3,1,4,2,1,1,0,0,0,0,0,0,0,0,0,12
hyperledger/indy-sdk-react-native,2023-01,2,3,1,2,1,0,1,1,0,0,0,0,0,0,0,11
hyperledger/indy-sdk-react-native,2023-02,6,0,0,8,13,0,5,1,0,0,0,0,0,0,0,33
hyperledger/indy-sdk-react-native,2024-02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
openwallet-foundation/agent-framework-javascript,2023-12,18,34,22,10,6,2,0,0,0,0,0,7,0,0,0,99
openwallet-foundation/agent-framework-javascript,2024-01,11,17,23,6,4,2,2,0,0,0,0,0,0,0,0,65
openwallet-foundation/didcomm-mediator-credo,2025-01,13,14,6,4,0,2,0,0,0,0,0,0,0,0,0,39
openwallet-foundation/didcomm-mediator-credo,2025-02,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,7
openwallet-foundation/didcomm-mediator-credo,2025-03,4,19,1,0,0,0,0,0,0,0,0,0,0,0,0,24
openwallet-foundation/didcomm-mediator-credo,2025-05,13,9,0,1,3,1,0,1,0,0,0,0,0,0,0,28
openwallet-foundation/didcomm-mediator-credo,2025-06,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/didcomm-mediator-credo,2025-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/didcomm-mediator-credo,2025-09,6,4,1,3,4,0,0,0,0,0,0,0,0,0,0,18
openwallet-foundation/didcomm-mediator-credo,2025-10,2,2,2,0,6,0,1,0,0,0,0,0,0,0,0,13
openwallet-foundation/didcomm-mediator-credo,2025-11,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
openwallet-foundation/didcomm-mediator-credo,2025-12,5,3,2,0,3,0,0,0,0,0,0,0,0,0,0,13
openwallet-foundation/credo-ts-ext,2024-01,1,6,0,3,2,1,1,1,0,0,0,0,0,0,0,15
openwallet-foundation/credo-ts-ext,2024-02,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,5
openwallet-foundation/credo-ts-ext,2024-03,29,18,9,23,16,0,5,0,0,0,0,0,0,0,0,100
openwallet-foundation/credo-ts-ext,2024-04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/credo-ts-ext,2024-06,6,4,2,0,1,0,0,0,0,0,0,0,0,0,0,13
openwallet-foundation/credo-ts-ext,2024-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/credo-ts-ext,2025-01,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
openwallet-foundation/askar-wrapper-javascript,2025-01,10,0,3,10,1,2,0,1,0,0,0,0,0,0,0,27
openwallet-foundation/askar-wrapper-javascript,2025-02,0,0,0,4,3,1,0,2,0,0,0,0,0,0,0,10
openwallet-foundation/askar-wrapper-javascript,2025-03,3,0,3,4,4,1,1,2,0,0,0,0,0,0,0,18
openwallet-foundation/askar-wrapper-javascript,2025-04,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,7
openwallet-foundation/askar-wrapper-javascript,2025-05,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,6
openwallet-foundation/askar-wrapper-javascript,2025-09,4,1,7,3,1,1,1,0,1,0,0,0,0,0,0,19
openwallet-foundation/askar-wrapper-javascript,2025-10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/askar-wrapper-javascript,2025-11,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,7
openwallet-foundation/askar-wrapper-javascript,2025-12,1,0,5,2,2,3,1,1,0,0,0,0,0,0,0,15
openwallet-foundation/askar-wrapper-javascript,2026-01,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,5
openwallet-foundation/askar-wrapper-javascript,2026-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/askar-wrapper-javascript,2026-03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
openwallet-foundation/credo-ts-docs,2024-01,8,15,0,8,9,0,0,0,0,0,0,0,0,0,0,40
openwallet-foundation/credo-ts-docs,2024-02,5,3,2,4,3,0,1,0,0,0,0,0,0,0,0,18
openwallet-foundation/credo-ts-docs,2024-06,7,5,2,4,1,0,0,0,0,0,0,0,0,0,0,19
openwallet-foundation/credo-ts-docs,2024-09,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/credo-ts-docs,2024-12,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4
openwallet-foundation/credo-ts-docs,2025-03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/credo-ts-docs,2025-07,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/credo-ts-docs,2025-12,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4
openwallet-foundation/credo-ts-docs,2026-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-spec,2022-11,6,3,7,1,1,2,0,0,0,0,0,0,0,0,0,20
hyperledger/anoncreds-spec,2022-12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
hyperledger/anoncreds-spec,2023-01,7,4,4,6,1,5,0,0,0,0,0,0,0,0,0,27
hyperledger/anoncreds-spec,2023-03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-spec,2023-05,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
hyperledger/anoncreds-spec,2023-11,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6
hyperledger/anoncreds-spec,2023-12,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,5
hyperledger/anoncreds-spec,2024-01,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,5
hyperledger/anoncreds-spec,2024-02,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/project-proposals,2023-11,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,14
openwallet-foundation/project-proposals,2024-12,9,12,6,3,0,0,0,0,0,0,1,0,0,0,0,31
openwallet-foundation/project-proposals,2025-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/project-proposals,2026-01,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,12
openwallet-foundation-labs/openid-federation-ts,2025-01,7,26,0,6,7,0,5,3,1,0,0,0,0,0,0,55
openwallet-foundation-labs/openid-federation-ts,2025-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation-labs/openid-federation-ts,2025-10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/askar,2024-11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/askar,2024-12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/askar,2025-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/askar,2025-03,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6
openwallet-foundation/askar,2025-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/askar,2025-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/askar,2025-09,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/askar,2025-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/askar,2025-12,2,1,2,5,1,5,0,3,0,0,0,0,0,0,0,19
openwallet-foundation/sd-jwt-js,2024-11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/sd-jwt-js,2025-06,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,8
openwallet-foundation/sd-jwt-js,2025-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/sd-jwt-js,2025-11,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
openwallet-foundation/sd-jwt-js,2025-12,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,4
openwallet-foundation/sd-jwt-js,2026-01,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,11
openwallet-foundation/sd-jwt-js,2026-03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation-labs/sd-jwt-js,2024-03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation-labs/sd-jwt-js,2024-05,6,9,7,0,0,3,0,0,0,0,0,0,0,0,0,25
openwallet-foundation-labs/sd-jwt-js,2024-06,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-toolbox,2020-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hyperledger/aries-toolbox,2020-10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-toolbox,2021-04,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-toolbox,2021-06,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-toolbox,2021-07,0,0,5,1,1,5,0,0,0,0,1,0,0,0,0,13
hyperledger/aries-toolbox,2021-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-toolbox,2021-09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-toolbox,2021-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-toolbox,2021-11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-toolbox,2023-09,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/tac,2023-12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/tac,2024-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/tac,2024-02,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4
openwallet-foundation/tac,2024-11,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/tac,2024-12,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,7
openwallet-foundation/tac,2025-01,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,9
hyperledger/indy-sdk,2019-12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hyperledger/indy-sdk,2020-11,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,6
hyperledger/indy-sdk,2021-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2021-03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2021-05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-sdk,2021-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2021-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2021-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2021-12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2022-06,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-sdk,2022-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2023-10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
hyperledger/toc,2023-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hyperledger/toc,2023-02,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
hyperledger/toc,2023-03,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/toc,2023-04,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
hyperledger/toc,2023-05,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
openwallet-foundation-labs/identity-common-ts,2026-02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation-labs/identity-common-ts,2026-03,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation-labs/identity-common-ts,2026-04,6,1,1,0,1,0,2,0,0,0,0,0,0,0,0,11
openwallet-foundation-labs/identity-common-ts,2026-05,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
hyperledger/anoncreds-wrapper-javascript,2025-03,2,1,0,3,3,0,0,2,0,0,0,0,0,0,0,11
hyperledger/anoncreds-wrapper-javascript,2025-07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-wrapper-javascript,2025-10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
hyperledger/anoncreds-wrapper-javascript,2025-11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation/bifold-wallet,2024-03,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,12
openwallet-foundation/bifold-wallet,2024-04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation-labs/mdoc-ts,2026-02,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,5
openwallet-foundation-labs/mdoc-ts,2026-03,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation-labs/mdoc-ts,2026-05,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
openwallet-foundation-labs/governance,2025-01,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4
openwallet-foundation-labs/governance,2025-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation-labs/governance,2026-02,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4
anoncreds/anoncreds-wrapper-javascript,2025-12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
anoncreds/anoncreds-wrapper-javascript,2026-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
anoncreds/anoncreds-wrapper-javascript,2026-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
anoncreds/anoncreds-wrapper-javascript,2026-03,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,4
hyperledger/aries-acapy-plugin-toolbox,2020-10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
hyperledger/aries-acapy-plugin-toolbox,2021-06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-acapy-plugin-toolbox,2021-07,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-framework-dotnet,2020-03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hyperledger/aries-framework-dotnet,2020-07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/aries-framework-dotnet,2020-08,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-framework-dotnet,2021-08,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3
openwallet-foundation-labs/expo-mdoc-data-transfer,2026-02,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,7
hyperledger/aries,2020-04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hyperledger/aries,2024-02,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-framework-go,2021-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
